"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.567938319E1,9.971711636E-1,-6.357789040E-1,-1.072136879E0
2.568444115E1,9.431209564E-1,-5.978269577E-1,-1.037743092E0
2.568947673E1,9.290788174E-1,-5.622229576E-1,-1.026966095E0
2.569455975E1,8.855612278E-1,-5.191431046E-1,-1.029635429E0
2.569961751E1,8.463375568E-1,-4.856295586E-1,-1.050971031E0
2.570467621E1,8.136184216E-1,-4.378280640E-1,-1.024265766E0
2.570973407E1,7.873095274E-1,-3.924422264E-1,-1.016360283E0
2.571478917E1,7.246500254E-1,-3.542604446E-1,-9.963369370E-1
2.571985016E1,7.351098061E-1,-3.232622147E-1,-9.999556541E-1
2.572490834E1,6.850988865E-1,-2.804136276E-1,-9.676966667E-1
2.572994501E1,6.488891840E-1,-2.211961746E-1,-9.713101387E-1
2.573500292E1,6.451040506E-1,-2.024664879E-1,-9.555234909E-1
2.574002553E1,5.836135149E-1,-1.339840889E-1,-9.542322159E-1
2.574511871E1,5.569899082E-1,-1.296930313E-1,-9.263234138E-1
2.575017829E1,5.536711216E-1,-7.785272598E-2,-9.153923988E-1
2.575523511E1,5.043437481E-1,-2.392339706E-2,-8.689389229E-1
2.576029391E1,4.712266922E-1,1.319408417E-3,-8.441696167E-1
2.576537027E1,4.351465702E-1,5.986833572E-2,-8.313822746E-1
2.577036027E1,3.990809917E-1,9.640073776E-2,-8.145022392E-1
2.577532183E1,3.747389317E-1,1.469893456E-1,-7.861013412E-1
2.578028011E1,3.404861689E-1,1.737170219E-1,-7.721524239E-1
2.578523860E1,3.249865770E-1,1.957840919E-1,-7.440738678E-1
2.579019949E1,3.090305328E-1,2.654905319E-1,-7.043209076E-1
2.579515871E1,2.833708525E-1,2.780432701E-1,-6.648712158E-1
2.580011574E1,2.503628731E-1,3.265209198E-1,-6.446857452E-1
2.580507803E1,2.173161507E-1,3.655757904E-1,-5.984778404E-1
2.581003647E1,1.842730045E-1,4.095048904E-1,-5.858592987E-1
2.581499553E1,1.656273603E-1,4.630565643E-1,-5.424528122E-1
2.581995454E1,1.256110668E-1,4.859375954E-1,-5.182285309E-1
2.582491402E1,9.777498245E-2,5.330023766E-1,-4.940786362E-1
2.582987444E1,8.189511299E-2,5.589098930E-1,-4.391436577E-1
2.583485287E1,3.283846378E-2,5.711565018E-1,-4.010062218E-1
2.583979094E1,1.066660881E-2,6.216959953E-1,-3.776073456E-1
2.584475027E1,-3.044795990E-2,6.774406433E-1,-3.564243317E-1
2.584970944E1,-4.733061790E-2,7.073431015E-1,-3.186378479E-1
2.585466652E1,-7.580256462E-2,7.282919884E-1,-2.928318977E-1
2.585965053E1,-1.112295389E-1,7.737269402E-1,-2.668933868E-1
2.586460444E1,-1.720718145E-1,7.955722809E-1,-2.483797073E-1
2.586956944E1,-1.919733286E-1,8.632020950E-1,-2.083969116E-1
2.587453149E1,-2.257280350E-1,8.597850800E-1,-1.971135139E-1
2.587950602E1,-2.567927837E-1,9.284391403E-1,-1.595950127E-1
2.588444805E1,-2.800774574E-1,9.329385757E-1,-1.533536911E-1
2.588942445E1,-3.341696262E-1,9.644536972E-1,-1.397137642E-1
2.589436867E1,-3.731532097E-1,1.000815392E0,-1.003103256E-1
2.589932867E1,-3.904174566E-1,1.030475140E0,-8.723211288E-2
2.590428727E1,-4.336819649E-1,1.058039665E0,-1.075415611E-1
2.590924576E1,-4.623202085E-1,1.088293076E0,-6.598997116E-2
2.591418305E1,-5.095487833E-1,1.132824898E0,-6.065845490E-2
2.591916524E1,-5.235506892E-1,1.175326824E0,-3.385400772E-2
2.592412346E1,-5.800946355E-1,1.193824768E0,-2.429342270E-2
2.592905956E1,-6.266765594E-1,1.214642525E0,-1.281595230E-2
2.593402050E1,-6.589646339E-1,1.264104843E0,1.502466202E-2
2.593897904E1,-6.721489429E-1,1.317963600E0,4.263877869E-3
2.594393669E1,-7.329300642E-1,1.302572250E0,2.407693863E-2
2.594889826E1,-7.389393449E-1,1.334739685E0,2.429294586E-2
2.595385633E1,-7.879218459E-1,1.361711979E0,4.771661758E-2
2.595881534E1,-8.154493570E-1,1.393032551E0,7.280206680E-2
2.596377477E1,-8.573585749E-1,1.414251328E0,8.043193817E-2
2.596873138E1,-9.040627480E-1,1.425420284E0,1.063537598E-1
2.597369310E1,-9.103953242E-1,1.452775002E0,1.290836334E-1
2.597865003E1,-9.573549032E-1,1.469904423E0,1.342935562E-1
2.598363138E1,-9.594092369E-1,1.496026993E0,1.792368889E-1
2.598852378E1,-1.025192499E0,1.504100323E0,2.035889626E-1
2.599353050E1,-1.053695679E0,1.531347275E0,2.157688141E-1
2.599848633E1,-1.098480225E0,1.552663326E0,2.505860329E-1
2.600344873E1,-1.100472569E0,1.565997124E0,2.629718781E-1
2.600840487E1,-1.128692389E0,1.602278233E0,2.887268066E-1
2.601335857E1,-1.156931996E0,1.609075546E0,3.491220474E-1
2.601832961E1,-1.201841474E0,1.627098560E0,3.703527451E-1
2.602333331E1,-1.189822793E0,1.618407249E0,4.074563980E-1
2.602824373E1,-1.227007151E0,1.613301754E0,4.526290894E-1
2.603320336E1,-1.238167167E0,1.614902973E0,4.921283722E-1
2.603818555E1,-1.270664096E0,1.606552124E0,5.283784866E-1
2.604314570E1,-1.288358212E0,1.599915981E0,5.825910568E-1
2.604810289E1,-1.308067918E0,1.623559952E0,6.356983185E-1
2.605304143E1,-1.322400212E0,1.658215523E0,6.805820465E-1
2.605799789E1,-1.338827252E0,1.637626171E0,7.199010849E-1
2.606296055E1,-1.373734951E0,1.619130611E0,7.393989563E-1
2.606794216E1,-1.389074802E0,1.617071629E0,7.868080139E-1
2.607287664E1,-1.382010102E0,1.633364201E0,8.450822830E-1
2.607783638E1,-1.398375750E0,1.646909714E0,8.954176903E-1
2.608279612E1,-1.435295105E0,1.614927769E0,9.212298393E-1
2.608775518E1,-1.437996030E0,1.654150486E0,9.702262878E-1
2.609273544E1,-1.468536258E0,1.612197876E0,1.011461258E0
2.609769456E1,-1.464770198E0,1.612949848E0,1.040105820E0
2.610265248E1,-1.472089052E0,1.611170769E0,1.075411797E0
2.610761149E1,-1.514175296E0,1.611586571E0,1.119677544E0
2.611257352E1,-1.507581830E0,1.585744381E0,1.156257153E0
2.611752992E1,-1.528692007E0,1.586047649E0,1.175696373E0
2.612249169E1,-1.543966055E0,1.581439495E0,1.218525887E0
2.612745039E1,-1.551158905E0,1.560096264E0,1.239452362E0
2.613255628E1,-1.569677234E0,1.560838223E0,1.269937992E0
2.613761596E1,-1.586895585E0,1.565864086E0,1.285582542E0
2.614267305E1,-1.607890129E0,1.542222023E0,1.315196514E0
2.614773237E1,-1.596984386E0,1.547019005E0,1.327738762E0
2.615278732E1,-1.623375416E0,1.537277222E0,1.349469662E0
2.615784836E1,-1.625098228E0,1.527330399E0,1.354182243E0
2.616290404E1,-1.659276485E0,1.521871567E0,1.351487160E0
2.616796498E1,-1.661597729E0,1.525609016E0,1.339077473E0
2.617302070E1,-1.682158470E0,1.519395351E0,1.364477158E0
2.617808024E1,-1.690060019E0,1.507999897E0,1.363236427E0
2.618315695E1,-1.704461932E0,1.496215343E0,1.375940323E0
2.618819909E1,-1.701399088E0,1.490943909E0,1.383360863E0
2.619325774E1,-1.738228679E0,1.489947319E0,1.371406555E0
2.619831513E1,-1.714846849E0,1.485859871E0,1.354370594E0
2.620337346E1,-1.712515593E0,1.471569061E0,1.386892319E0
2.620843180E1,-1.754826546E0,1.449424744E0,1.368788242E0
2.621348878E1,-1.763040662E0,1.464595318E0,1.371704102E0
2.621854711E1,-1.761233568E0,1.452624321E0,1.371703148E0
2.622361367E1,-1.789986253E0,1.425529003E0,1.387754917E0
2.622866883E1,-1.775274038E0,1.419058323E0,1.388878822E0
2.623372102E1,-1.791141152E0,1.406804085E0,1.360883713E0
2.623880487E1,-1.782749414E0,1.426883698E0,1.342049599E0
2.624386320E1,-1.785784125E0,1.386292458E0,1.367835045E0
2.624892169E1,-1.771801591E0,1.378142357E0,1.366651535E0
2.625388591E1,-1.788105011E0,1.371070862E0,1.381338596E0
2.625886815E1,-1.794332266E0,1.358222008E0,1.352561951E0
2.626380435E1,-1.776193976E0,1.341825485E0,1.373167515E0
2.626878872E1,-1.738919020E0,1.314917564E0,1.385828018E0
2.627374763E1,-1.770283461E0,1.298914433E0,1.383470535E0
2.627868320E1,-1.758083224E0,1.279448509E0,1.382822990E0
2.628366534E1,-1.745513678E0,1.273258209E0,1.381541729E0
2.628860143E1,-1.720553160E0,1.242185116E0,1.370102882E0
2.629358445E1,-1.704802155E0,1.243459702E0,1.379470825E0
2.629851836E1,-1.726498008E0,1.215144634E0,1.376273155E0
2.630347826E1,-1.716599941E0,1.212109566E0,1.381981850E0
2.630843753E1,-1.689498305E0,1.191438198E0,1.377545834E0
2.631345716E1,-1.669048190E0,1.162699223E0,1.377243996E0
2.631835727E1,-1.674045801E0,1.152430534E0,1.376508713E0
2.632333945E1,-1.664111495E0,1.126976967E0,1.356175423E0
2.632827623E1,-1.660544038E0,1.108043194E0,1.368767738E0
2.633323498E1,-1.623000622E0,1.105031967E0,1.349875450E0
2.633818794E1,-1.620505571E0,1.094089508E0,1.356749535E0
2.634315055E1,-1.603009701E0,1.046947956E0,1.337027550E0
2.634810904E1,-1.582398176E0,1.032708168E0,1.338381290E0
2.635307065E1,-1.563418746E0,1.046412468E0,1.322678566E0
2.635803070E1,-1.548404098E0,1.033387184E0,1.318650246E0
2.636299003E1,-1.530325294E0,9.985327721E-1,1.309522629E0
2.636794893E1,-1.513730168E0,1.010953903E0,1.314375401E0
2.637290721E1,-1.489143252E0,9.967155457E-1,1.280889034E0
2.637786649E1,-1.473292947E0,9.608349800E-1,1.273506641E0
2.638282711E1,-1.458975554E0,9.842438698E-1,1.268280029E0
2.638778487E1,-1.436622620E0,9.692196846E-1,1.232020378E0
2.639274498E1,-1.403964877E0,9.112739563E-1,1.195800781E0
2.639770315E1,-1.365761876E0,9.295849800E-1,1.169187546E0
2.640266461E1,-1.388480902E0,9.094982147E-1,1.166296005E0
2.640762263E1,-1.383897662E0,9.203286171E-1,1.120539188E0
2.641258180E1,-1.345161319E0,9.070596695E-1,1.108136177E0
2.641753998E1,-1.322337747E0,8.984627724E-1,1.076621532E0
2.642245305E1,-1.305888295E0,8.804440498E-1,1.040521622E0
2.642748388E1,-1.276536703E0,8.858633041E-1,1.018544674E0
2.643244149E1,-1.260882258E0,8.580489159E-1,9.871697426E-1
2.643741461E1,-1.225358367E0,8.611054420E-1,9.391522408E-1
2.644235935E1,-1.215471148E0,8.403134346E-1,8.889689445E-1
2.644731774E1,-1.200067043E0,8.336777687E-1,8.293771744E-1
2.645227846E1,-1.205318689E0,8.387465477E-1,7.913384438E-1
2.645721346E1,-1.145657659E0,7.890443802E-1,7.723603249E-1
2.646217008E1,-1.137965798E0,7.726178169E-1,7.269835472E-1
2.646715404E1,-1.115265608E0,7.773003578E-1,6.767663956E-1
2.647211070E1,-1.111209989E0,7.841157913E-1,6.408815384E-1
2.647705018E1,-1.071108103E0,7.336373329E-1,5.811758041E-1
2.648202846E1,-1.056757927E0,7.709665298E-1,5.522866249E-1
2.648696961E1,-1.015992880E0,7.388229370E-1,4.780931473E-1
2.649194951E1,-1.005857468E0,7.348098755E-1,4.441871643E-1
2.649690925E1,-9.669563770E-1,7.162199020E-1,3.720798492E-1
2.650184721E1,-9.518848658E-1,6.997303963E-1,3.380141258E-1
2.650682732E1,-9.031828642E-1,6.921205521E-1,2.772893906E-1
2.651178664E1,-9.116258025E-1,6.864781380E-1,2.402110100E-1
2.651675070E1,-8.769396544E-1,6.778717041E-1,1.670794487E-1
2.652170388E1,-8.328419924E-1,6.521763802E-1,1.271138191E-1
2.652667898E1,-8.268084526E-1,6.401329041E-1,7.232856750E-2
2.653162529E1,-7.993680835E-1,6.277208328E-1,2.923202515E-2
2.653655758E1,-7.745148540E-1,6.338467598E-1,-1.659250259E-2
2.654151695E1,-7.401018739E-1,5.939865112E-1,-6.775045395E-2
2.654647748E1,-6.987866759E-1,6.083488464E-1,-8.849239349E-2
2.655143794E1,-6.908873320E-1,5.934915543E-1,-1.383643150E-1
2.655640034E1,-6.401860714E-1,5.591020584E-1,-1.815671921E-1
2.656135378E1,-6.111077070E-1,5.338888168E-1,-2.394938469E-1
2.656631529E1,-6.011584401E-1,5.058827400E-1,-2.574443817E-1
2.657127300E1,-5.198316574E-1,4.965462685E-1,-3.188171387E-1
2.657618685E1,-5.055871010E-1,4.846563339E-1,-3.588809967E-1
2.658119373E1,-4.884005785E-1,4.527750015E-1,-3.952584267E-1
2.658615201E1,-4.309482574E-1,4.471421242E-1,-4.104580879E-1
2.659111211E1,-4.329094887E-1,4.079003334E-1,-4.571995735E-1
2.659607060E1,-3.728016615E-1,4.446325302E-1,-4.924068451E-1
2.660103003E1,-3.674695492E-1,4.095487595E-1,-5.137825012E-1
2.660598982E1,-3.024207354E-1,3.958516121E-1,-5.523190498E-1
2.661094820E1,-2.423311472E-1,3.678679466E-1,-5.887756348E-1
2.661590737E1,-2.368031740E-1,3.661317825E-1,-5.923004150E-1
2.662086544E1,-1.975953579E-1,3.406844139E-1,-6.556549072E-1
2.662582435E1,-1.534062624E-1,3.320736885E-1,-6.406707764E-1
2.663078372E1,-1.042450666E-1,2.856497765E-1,-6.713838577E-1
2.663576268E1,-8.096134663E-2,2.799444199E-1,-7.071990967E-1
2.664070034E1,-5.751955509E-2,2.462568283E-1,-7.166876793E-1
2.664566169E1,-7.471799850E-3,2.200932503E-1,-7.479524612E-1
2.665061888E1,2.372479439E-2,1.897048950E-1,-7.531285286E-1
2.665557794E1,3.630280495E-2,1.860365868E-1,-7.893877029E-1
2.666053987E1,7.305037975E-2,1.400427818E-1,-8.136935234E-1
2.666549680E1,1.242910624E-1,1.494917870E-1,-8.450670242E-1
2.667048003E1,1.592816114E-1,9.030485153E-2,-8.718047142E-1
2.667553237E1,2.047930956E-1,7.457447052E-2,-8.988900185E-1
2.668059143E1,2.339386940E-1,6.657743454E-2,-9.259138107E-1
2.668562492E1,2.630993128E-1,4.981899261E-2,-9.692044258E-1
2.669070513E1,2.666399479E-1,3.586387634E-2,-9.887852669E-1
2.669576253E1,3.082354069E-1,8.423328400E-3,-1.041295052E0
2.670082367E1,3.403123617E-1,-3.019046783E-2,-1.064969540E0
2.670588289E1,3.723587990E-1,-5.132770538E-2,-1.124049187E0
2.671094159E1,4.137959480E-1,-4.570102692E-2,-1.139934540E0
2.671599914E1,4.549787045E-1,-9.907007217E-2,-1.181884766E0
2.672105737E1,4.554564953E-1,-1.112132072E-1,-1.230636597E0
2.672610945E1,4.749121666E-1,-1.323318481E-1,-1.252885818E0
2.673115310E1,5.368244648E-1,-1.647105217E-1,-1.291531086E0
2.673620914E1,5.507006645E-1,-1.989932060E-1,-1.311104298E0
2.674126789E1,5.404634476E-1,-2.231979370E-1,-1.368560791E0
2.674632695E1,5.775390863E-1,-2.184863091E-1,-1.404303551E0
2.675138498E1,6.163170338E-1,-2.682123184E-1,-1.437482357E0
2.675644284E1,6.566523314E-1,-2.842016220E-1,-1.496699810E0
2.676149852E1,6.606531143E-1,-3.141498566E-1,-1.512829781E0
2.676655914E1,6.640462875E-1,-3.201189041E-1,-1.550456524E0
2.677161539E1,7.095487118E-1,-3.520364761E-1,-1.571242332E0
2.677667669E1,7.208484411E-1,-3.861060143E-1,-1.632493973E0
2.678173492E1,7.598929405E-1,-4.080624580E-1,-1.634124279E0
2.678679320E1,8.026928902E-1,-4.393534660E-1,-1.669179916E0
2.679184878E1,7.922384739E-1,-4.586358070E-1,-1.704261780E0
2.679690951E1,8.238520622E-1,-5.040287971E-1,-1.729872704E0
2.680187846E1,8.562932014E-1,-5.201711655E-1,-1.738061905E0
2.680683560E1,8.685977459E-1,-5.386867523E-1,-1.758260727E0
2.681179498E1,8.682796955E-1,-5.760955811E-1,-1.790350437E0
2.681675143E1,9.123775959E-1,-6.133728027E-1,-1.798755169E0
2.682173248E1,9.412341118E-1,-6.434617043E-1,-1.767160416E0
2.682669555E1,9.572150707E-1,-6.756682396E-1,-1.804723740E0
2.683165419E1,9.960923195E-1,-7.076578140E-1,-1.815990925E0
2.683660987E1,1.003062248E0,-7.251138687E-1,-1.798694611E0
2.684154909E1,1.042490959E0,-7.685542107E-1,-1.812469006E0
2.684653060E1,1.062209964E0,-7.975392342E-1,-1.800400734E0
2.685146867E1,1.088045597E0,-8.236589432E-1,-1.804688931E0
2.685649987E1,1.127824783E0,-8.570098877E-1,-1.788332462E0
2.686157998E1,1.131297708E0,-8.972735405E-1,-1.772398472E0
2.686664185E1,1.174552917E0,-9.297876358E-1,-1.789534569E0
2.687167602E1,1.202635288E0,-9.426908493E-1,-1.770510197E0
2.687675206E1,1.201758862E0,-9.672360420E-1,-1.749330044E0
2.688181550E1,1.217167616E0,-1.007797241E0,-1.751679420E0
2.688685237E1,1.229632616E0,-1.026124477E0,-1.736748219E0
2.689193305E1,1.251422882E0,-1.079666615E0,-1.726627350E0
2.689699279E1,1.286912084E0,-1.106088161E0,-1.713539124E0
2.690202539E1,1.309954166E0,-1.110305786E0,-1.697448254E0
2.690710633E1,1.299483538E0,-1.159243107E0,-1.693090439E0
2.691216680E1,1.319815993E0,-1.202331543E0,-1.687955856E0
2.691722732E1,1.342197776E0,-1.232506752E0,-1.674914360E0
2.692228680E1,1.354689598E0,-1.223862648E0,-1.663634777E0
2.692732143E1,1.362099648E0,-1.250138760E0,-1.653799057E0
2.693237763E1,1.371823549E0,-1.275519848E0,-1.624260902E0
2.693743466E1,1.386075020E0,-1.276329517E0,-1.632158279E0
2.694249320E1,1.400025845E0,-1.307273865E0,-1.631874561E0
2.694755289E1,1.401843548E0,-1.344335079E0,-1.630558014E0
2.695256440E1,1.415185452E0,-1.330376625E0,-1.601819038E0
2.695761534E1,1.411759377E0,-1.351577759E0,-1.617688179E0
2.696267102E1,1.422433138E0,-1.383749008E0,-1.622862339E0
2.696773055E1,1.425571442E0,-1.431624413E0,-1.624568462E0
2.697279091E1,1.423659325E0,-1.426182747E0,-1.622782707E0
2.697784998E1,1.435756326E0,-1.434351444E0,-1.615169048E0
2.698288732E1,1.444894552E0,-1.453690529E0,-1.627820015E0
2.698784341E1,1.431922913E0,-1.455494881E0,-1.608020306E0
2.699280477E1,1.404419899E0,-1.454336643E0,-1.622941494E0
2.699776268E1,1.428902864E0,-1.459750175E0,-1.636646271E0
2.700272128E1,1.409928560E0,-1.462215424E0,-1.630158901E0
2.700768216E1,1.419048548E0,-1.473721504E0,-1.622762680E0
2.701264279E1,1.427536845E0,-1.496534348E0,-1.616775513E0
2.701760086E1,1.418650746E0,-1.483142376E0,-1.638320923E0
2.702251289E1,1.423334599E0,-1.502655983E0,-1.620580196E0
2.702751940E1,1.403780699E0,-1.524131775E0,-1.621332645E0
2.703250310E1,1.404957771E0,-1.511839390E0,-1.642432213E0
2.703743805E1,1.393379211E0,-1.527791023E0,-1.624310493E0
2.704242336E1,1.381244183E0,-1.526730061E0,-1.619788647E0
2.704735352E1,1.382518291E0,-1.511140823E0,-1.614289761E0
2.705231534E1,1.387753010E0,-1.528702259E0,-1.605656147E0
2.705729846E1,1.368375063E0,-1.515095711E0,-1.593976021E0
2.706223357E1,1.371958733E0,-1.522725105E0,-1.593316078E0
2.706721987E1,1.374776125E0,-1.530119419E0,-1.596695423E0
2.707214945E1,1.345693827E0,-1.508764744E0,-1.568266869E0
2.707711013E1,1.342151880E0,-1.501688480E0,-1.574971199E0
2.708206899E1,1.344786406E0,-1.515914440E0,-1.568974018E0
2.708702742E1,1.346443176E0,-1.510902405E0,-1.567010403E0
2.709201274E1,1.325933814E0,-1.510485649E0,-1.559546471E0
2.709694800E1,1.316567302E0,-1.486140728E0,-1.520461082E0
2.710190753E1,1.334970236E0,-1.504524708E0,-1.518898487E0
2.710686617E1,1.300102592E0,-1.479862213E0,-1.497603416E0
2.711182622E1,1.293223619E0,-1.481294155E0,-1.478062153E0
2.711678362E1,1.299823523E0,-1.458726883E0,-1.472091198E0
2.712174279E1,1.253389835E0,-1.450344563E0,-1.448760509E0
2.712672701E1,1.251805544E0,-1.436997890E0,-1.424840927E0
2.713166253E1,1.268534541E0,-1.411542416E0,-1.404973984E0
2.713662279E1,1.246493340E0,-1.395431519E0,-1.384391785E0
2.714157815E1,1.226457357E0,-1.414653778E0,-1.372584343E0
2.714654227E1,1.244023085E0,-1.388175488E0,-1.326726913E0
2.715149690E1,1.215877771E0,-1.351953983E0,-1.311215401E0
2.715645716E1,1.204103470E0,-1.341685772E0,-1.292559624E0
2.716141628E1,1.199120998E0,-1.316775322E0,-1.282669544E0
2.716637675E1,1.179548144E0,-1.305733204E0,-1.229126930E0
2.717133263E1,1.178790331E0,-1.258512497E0,-1.224819183E0
2.717624815E1,1.132608056E0,-1.258604050E0,-1.184025764E0
2.718125268E1,1.150579691E0,-1.236575603E0,-1.180388451E0
2.718621477E1,1.142128110E0,-1.211681843E0,-1.166331291E0
2.719117102E1,1.119328022E0,-1.195766926E0,-1.125254631E0
2.719613096E1,1.113132000E0,-1.148312569E0,-1.095255375E0
2.720109091E1,1.094977856E0,-1.126590252E0,-1.073959351E0
2.720604987E1,1.076858759E0,-1.137479782E0,-1.080274582E0
2.721100883E1,1.061171293E0,-1.080975533E0,-1.059371471E0
2.721596836E1,1.047809124E0,-1.038334846E0,-1.032787323E0
2.722092633E1,1.029760361E0,-1.042643070E0,-1.040961742E0
2.722588789E1,1.030759931E0,-9.890260696E-1,-9.862394333E-1
2.723084466E1,9.912743568E-1,-9.801049232E-1,-9.689373970E-1
2.723584779E1,9.614251852E-1,-9.346079826E-1,-9.623842239E-1
2.724076414E1,9.555996656E-1,-8.722419739E-1,-9.742708206E-1
2.724572581E1,9.068977833E-1,-8.378462791E-1,-9.610991478E-1
2.725070685E1,8.963835239E-1,-8.241372108E-1,-9.326872826E-1
2.725564268E1,8.859064579E-1,-7.813444138E-1,-9.370708466E-1
2.726067227E1,8.631372452E-1,-7.375235558E-1,-9.515833855E-1
2.726570638E1,8.640289307E-1,-6.811208725E-1,-9.529294968E-1
2.727076102E1,7.956390381E-1,-6.551990509E-1,-9.438447952E-1
2.727577440E1,7.822453976E-1,-6.288471222E-1,-9.057970047E-1
2.728082633E1,7.470991611E-1,-5.923194885E-1,-9.193382263E-1
2.728586206E1,7.261562347E-1,-5.482540131E-1,-9.368624687E-1
2.729094414E1,7.118915319E-1,-4.965691566E-1,-9.011020660E-1
2.729600248E1,6.593582630E-1,-4.566473961E-1,-9.293284416E-1
2.730105914E1,6.589705944E-1,-3.974232674E-1,-8.879089355E-1
2.730612034E1,6.105458736E-1,-3.476071358E-1,-8.867087364E-1
2.731115487E1,5.904042721E-1,-3.263521194E-1,-8.758091927E-1
2.731624081E1,5.530419350E-1,-2.950091362E-1,-8.642673492E-1
2.732126951E1,5.439758301E-1,-2.376260757E-1,-8.884654045E-1
2.732633013E1,5.222949982E-1,-1.967835426E-1,-8.621320724E-1
2.733138748E1,4.858636856E-1,-1.583189964E-1,-8.619642258E-1
2.733644560E1,4.513789415E-1,-8.894920349E-2,-8.402290344E-1
2.734150498E1,4.354152679E-1,-4.835128784E-2,-8.137998581E-1
2.734656195E1,4.236400127E-1,-1.500272751E-2,-8.255701065E-1
2.735162050E1,3.850523233E-1,2.794122696E-2,-8.085513115E-1
2.735667956E1,3.650424480E-1,6.833219528E-2,-8.012051582E-1
2.736173685E1,3.208048344E-1,1.228070259E-1,-7.963643074E-1
2.736679581E1,3.165006638E-1,1.865072250E-1,-7.512283325E-1
2.737185409E1,2.806606293E-1,2.332444191E-1,-7.207651138E-1
2.737691284E1,2.586458921E-1,2.631535530E-1,-7.214818001E-1
2.738199565E1,2.193561792E-1,3.026213646E-1,-6.888623238E-1
2.738702925E1,1.919109821E-1,3.321213722E-1,-6.854915619E-1
2.739201966E1,1.809391975E-1,3.826494217E-1,-6.184716225E-1
2.739697940E1,1.411966085E-1,4.280438423E-1,-6.140351295E-1
2.740193878E1,1.416341066E-1,4.589800835E-1,-6.002740860E-1
2.740689732E1,1.036723852E-1,4.804201126E-1,-5.534687042E-1
2.741185643E1,9.407591820E-2,5.304207802E-1,-5.308771133E-1
2.741681550E1,1.008021832E-1,5.897893906E-1,-5.085396767E-1
2.742179544E1,5.474483967E-2,6.110706329E-1,-4.625949860E-1
2.742675675E1,2.551651001E-2,6.656041145E-1,-4.267358780E-1
2.743171576E1,3.486037254E-3,6.891694069E-1,-3.983631134E-1
2.743665195E1,-1.127457619E-2,7.293710709E-1,-3.656907082E-1
2.744163357E1,-2.164828777E-2,7.580919266E-1,-3.187198639E-1
2.744659425E1,-4.852807522E-2,8.225440979E-1,-2.722487450E-1
2.745155216E1,-5.624401569E-2,8.370466232E-1,-2.356767654E-1
2.745651148E1,-9.240663052E-2,8.709740639E-1,-2.017178535E-1
2.746144898E1,-1.208686829E-1,8.955125809E-1,-1.729192734E-1
2.746643096E1,-1.421619654E-1,9.539427757E-1,-1.273946762E-1
2.747138914E1,-1.535418034E-1,9.814209938E-1,-1.037359238E-1
2.747634367E1,-1.955455542E-1,9.902367592E-1,-6.837272644E-2
2.748130711E1,-2.228703499E-1,1.021031857E0,-2.366828918E-2
2.748624383E1,-2.425074577E-1,1.059181690E0,-5.517005920E-3
2.749122591E1,-2.714930773E-1,1.088437080E0,2.706193924E-2
2.749618274E1,-2.880519629E-1,1.125016212E0,4.027414322E-2
2.750114232E1,-3.041692972E-1,1.135793209E0,7.715225220E-2
2.750610289E1,-3.436744213E-1,1.166015625E0,1.065874100E-1
2.751107539E1,-3.304779530E-1,1.210952282E0,1.169176102E-1
2.751602466E1,-3.715837002E-1,1.227354527E0,1.483206749E-1
2.752098133E1,-4.098109007E-1,1.265581608E0,1.913614273E-1
2.752591669E1,-4.403018951E-1,1.291902065E0,2.077069283E-1
2.753090018E1,-4.586710930E-1,1.323522568E0,2.169718742E-1
2.753583300E1,-4.882181883E-1,1.350066185E0,2.327771187E-1
2.754079518E1,-5.223711133E-1,1.379288197E0,2.627058029E-1
2.754575117E1,-5.489445329E-1,1.408449650E0,2.612524033E-1
2.755071456E1,-5.752577186E-1,1.444751263E0,3.023505211E-1
2.755567471E1,-5.893815756E-1,1.468883514E0,3.356046677E-1
2.756063050E1,-6.223108172E-1,1.480965614E0,3.207440376E-1
2.756558794E1,-6.525914669E-1,1.492927551E0,3.507447243E-1
2.757055018E1,-6.684078574E-1,1.547418118E0,3.658304214E-1
2.757550930E1,-6.912204623E-1,1.560893059E0,3.921861649E-1
2.758046846E1,-7.115549445E-1,1.566926956E0,4.036149979E-1
2.758542753E1,-7.365689278E-1,1.579717636E0,4.120478630E-1
2.759038737E1,-7.686256766E-1,1.613332272E0,4.340629578E-1
2.759534352E1,-8.077145815E-1,1.631956577E0,4.505519867E-1
2.760030508E1,-8.181222677E-1,1.628521442E0,4.828915596E-1
2.760526398E1,-8.357350826E-1,1.667325974E0,5.024824142E-1
2.761022352E1,-8.485645652E-1,1.681366920E0,5.235729218E-1
2.761518544E1,-8.828904033E-1,1.680477142E0,5.462579727E-1
2.762014211E1,-8.838818669E-1,1.693070412E0,5.609083176E-1
2.762512378E1,-8.993343711E-1,1.738261700E0,6.152358055E-1
2.763008185E1,-9.456303716E-1,1.715625763E0,6.350436211E-1
2.763509607E1,-9.564233422E-1,1.732919693E0,6.588640213E-1
2.764012633E1,-9.672871232E-1,1.734866619E0,6.935696602E-1
2.764518560E1,-9.593730569E-1,1.733847141E0,7.464427948E-1
2.765024430E1,-1.001412511E0,1.710581303E0,7.720270157E-1
2.765532539E1,-1.002836943E0,1.750944138E0,8.015632629E-1
