"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.268706470E2,2.775058746E-1,4.746770859E-1,2.258720398E-1
1.268756065E2,3.049907684E-1,4.623379707E-1,2.325944901E-1
1.268805677E2,2.966438532E-1,4.713473320E-1,2.367577553E-1
1.268855267E2,3.287086487E-1,4.658985138E-1,2.336297035E-1
1.268904845E2,3.106435537E-1,4.722266197E-1,2.422595024E-1
1.268954441E2,3.165149689E-1,5.021295547E-1,2.483143806E-1
1.269004033E2,3.128024340E-1,4.865393639E-1,2.399497032E-1
1.269053628E2,3.328658342E-1,4.994406700E-1,2.552676201E-1
1.269103205E2,3.290065527E-1,5.049061775E-1,2.631483078E-1
1.269152813E2,3.370355368E-1,5.173478127E-1,2.637410164E-1
1.269202395E2,3.424921036E-1,5.367069244E-1,2.595095634E-1
1.269251521E2,3.620052338E-1,5.270214081E-1,2.597560883E-1
1.269301592E2,3.767815828E-1,5.150680542E-1,2.765789032E-1
1.269351183E2,3.864196539E-1,5.077447891E-1,2.765135765E-1
1.269400777E2,3.698155880E-1,4.931621552E-1,2.762823105E-1
1.269450361E2,3.771010637E-1,5.117726326E-1,2.735247612E-1
1.269499964E2,3.959752321E-1,5.276689529E-1,2.896723747E-1
1.269549551E2,3.885704279E-1,5.313887596E-1,2.817907333E-1
1.269599406E2,4.025034904E-1,5.159053802E-1,2.785849571E-1
1.269649000E2,4.209393263E-1,5.430283546E-1,2.870879173E-1
1.269698326E2,4.152760506E-1,5.293965340E-1,2.906751633E-1
1.269747931E2,4.309675694E-1,5.156488419E-1,2.893018723E-1
1.269797525E2,4.178799391E-1,5.327119827E-1,2.712140083E-1
1.269847351E2,4.333597422E-1,5.446491241E-1,2.863216400E-1
1.269896936E2,4.556336403E-1,5.277686119E-1,3.035354614E-1
1.269946528E2,4.562199116E-1,5.297884941E-1,2.943272591E-1
1.269996128E2,4.400061369E-1,5.386524200E-1,3.040151596E-1
1.270045717E2,4.618101120E-1,5.187292099E-1,3.110861778E-1
1.270095329E2,4.572638273E-1,5.439047813E-1,2.965970039E-1
1.270144889E2,4.691897631E-1,5.234651566E-1,3.152675629E-1
1.270194267E2,4.738036394E-1,5.481081009E-1,3.051514626E-1
1.270243861E2,4.972461462E-1,5.343475342E-1,3.044729233E-1
1.270293470E2,4.990458488E-1,5.394735336E-1,2.988896370E-1
1.270343278E2,4.722765684E-1,5.490899086E-1,3.121833801E-1
1.270392633E2,4.905586243E-1,5.156321526E-1,2.919893265E-1
1.270442450E2,4.967119694E-1,5.297074318E-1,3.145370483E-1
1.270491830E2,4.931588173E-1,5.267944336E-1,3.106169701E-1
1.270541652E2,5.227825642E-1,5.070514679E-1,3.018116951E-1
1.270591244E2,5.045219660E-1,5.275545120E-1,3.000154495E-1
1.270640830E2,5.028991699E-1,5.239677429E-1,3.076205254E-1
1.270690196E2,4.963443279E-1,5.367770195E-1,3.031377792E-1
1.270739793E2,4.921029806E-1,5.160455704E-1,3.009347916E-1
1.270789381E2,5.067543983E-1,5.403952599E-1,2.772560120E-1
1.270839247E2,5.306181908E-1,5.381822586E-1,2.963533401E-1
1.270888568E2,5.254989862E-1,5.143704414E-1,2.985472679E-1
1.270938171E2,5.108304024E-1,4.857945442E-1,2.792062759E-1
1.270987756E2,5.506813526E-1,4.999856949E-1,2.907786369E-1
1.271037323E2,5.092581511E-1,4.900407791E-1,2.712249756E-1
1.271086949E2,5.249959230E-1,4.942097664E-1,2.825675011E-1
1.271136535E2,5.001577139E-1,5.361452103E-1,2.841906548E-1
1.271186131E2,5.274640322E-1,4.848861694E-1,2.643041611E-1
1.271235729E2,5.448253155E-1,5.074896812E-1,2.824964523E-1
1.271285312E2,5.238395929E-1,4.940295219E-1,2.790126801E-1
1.271334910E2,5.241706371E-1,4.994750023E-1,2.825770378E-1
1.271384502E2,5.195342302E-1,4.927625656E-1,2.527356148E-1
1.271434094E2,5.336878300E-1,4.930853844E-1,2.563276291E-1
1.271483703E2,5.166141987E-1,4.622697830E-1,2.692294121E-1
1.271533281E2,5.112674236E-1,4.789552689E-1,2.439179420E-1
1.271582871E2,5.294635296E-1,4.383134842E-1,2.472009659E-1
1.271632473E2,5.092604160E-1,4.452786446E-1,2.479753494E-1
1.271682303E2,5.412259102E-1,4.448480606E-1,2.486271858E-1
1.271731661E2,5.085282326E-1,4.204654694E-1,2.562980652E-1
1.271781251E2,4.995303154E-1,4.387712479E-1,2.234225273E-1
1.271831106E2,5.116951466E-1,4.353170395E-1,2.310566902E-1
1.271880442E2,4.903193712E-1,4.055962563E-1,2.314071655E-1
1.271930030E2,4.854106903E-1,4.091725349E-1,2.340593338E-1
1.271979843E2,5.135465860E-1,4.172616005E-1,2.128372192E-1
1.272029220E2,4.936624765E-1,4.060688019E-1,2.154273987E-1
1.272079048E2,4.784330130E-1,3.947553635E-1,2.178845406E-1
1.272128406E2,5.033696890E-1,3.809695244E-1,2.059979439E-1
1.272178010E2,4.827049971E-1,3.884158134E-1,2.011952400E-1
1.272227598E2,4.833449125E-1,3.861179352E-1,2.010822296E-1
1.272277416E2,4.622622728E-1,3.788051605E-1,1.984462738E-1
1.272327012E2,4.719628096E-1,3.714747429E-1,1.910791397E-1
1.272376591E2,4.623227119E-1,3.781991005E-1,1.717562675E-1
1.272426182E2,4.761854410E-1,3.490376472E-1,1.667323112E-1
1.272475557E2,4.540529251E-1,3.579545021E-1,1.593112946E-1
1.272525373E2,4.555783272E-1,3.428406715E-1,1.660776138E-1
1.272574959E2,4.520158768E-1,3.561615944E-1,1.513442993E-1
1.272624560E2,4.411467314E-1,3.145580292E-1,1.627173424E-1
1.272673926E2,4.467202425E-1,3.016314507E-1,1.359338760E-1
1.272723527E2,4.209783077E-1,3.242468834E-1,1.425552368E-1
1.272773118E2,3.999822140E-1,3.061599731E-1,1.514086723E-1
1.272822712E2,4.002915621E-1,2.667398453E-1,1.316475868E-1
1.272872309E2,4.050476551E-1,2.844619751E-1,1.309676170E-1
1.272921899E2,3.809721470E-1,2.757639885E-1,1.183519363E-1
1.272971498E2,3.876721859E-1,2.574768066E-1,1.128816605E-1
1.273021081E2,3.892887831E-1,2.629957199E-1,1.193079948E-1
1.273070680E2,3.669739962E-1,2.682957649E-1,9.944391251E-2
1.273120276E2,3.706383705E-1,2.614998817E-1,1.033949852E-1
1.273169871E2,3.431124687E-1,2.570738792E-1,7.882928848E-2
1.273219450E2,3.488171101E-1,2.454342842E-1,9.238386154E-2
1.273269051E2,3.471298218E-1,2.504272461E-1,6.068086624E-2
1.273318642E2,3.047765493E-1,2.196283340E-1,7.903909683E-2
1.273368246E2,3.337792158E-1,2.127242088E-1,7.107305527E-2
1.273417803E2,3.124481440E-1,2.058305740E-1,7.503938675E-2
1.273467431E2,2.768061161E-1,1.822695732E-1,6.942367554E-2
1.273517022E2,2.957510948E-1,1.920561790E-1,4.483938217E-2
1.273566632E2,2.835335732E-1,1.708512306E-1,4.417276382E-2
1.273616213E2,2.759124041E-1,1.781668663E-1,4.816865921E-2
1.273665793E2,2.610342503E-1,1.497993469E-1,3.315401077E-2
1.273715391E2,2.626577616E-1,1.524734497E-1,3.723907471E-2
1.273764981E2,2.450218201E-1,1.550760269E-1,3.178501129E-2
1.273814576E2,2.510516644E-1,1.124587059E-1,3.344678879E-2
1.273864175E2,2.307583094E-1,1.223616600E-1,1.605272293E-2
1.273913759E2,2.459949255E-1,1.297187805E-1,8.253574371E-3
1.273963356E2,1.992150545E-1,1.203565598E-1,2.866744995E-3
1.274012954E2,1.858452559E-1,1.063137054E-1,-8.678436279E-5
1.274062548E2,1.700121164E-1,9.476804733E-2,1.757144928E-3
1.274112138E2,1.636108160E-1,9.743165970E-2,-1.265525818E-3
1.274161731E2,1.713126898E-1,8.816719055E-2,-2.327394485E-2
1.274210941E2,1.717123985E-1,8.140754700E-2,-3.080940247E-2
1.274260444E2,1.576052904E-1,6.034803391E-2,-5.259943008E-2
1.274310516E2,1.267007589E-1,4.411363602E-2,-3.152847290E-2
1.274360106E2,1.220548153E-1,4.468917847E-2,-3.432846069E-2
1.274409696E2,9.833812714E-2,2.151203156E-2,-5.848503113E-2
1.274459300E2,9.836292267E-2,3.411054611E-2,-5.871391296E-2
1.274508883E2,6.268560886E-2,1.815462112E-2,-4.942035675E-2
1.274558486E2,7.700359821E-2,1.178646088E-2,-4.973649979E-2
1.274608076E2,6.255865097E-2,-1.590538025E-2,-5.243110657E-2
1.274657663E2,7.409715652E-2,-3.021717072E-3,-4.322719574E-2
1.274707254E2,4.260492325E-2,-1.632881165E-2,-5.305385590E-2
1.274757032E2,3.256428242E-2,-1.038551331E-3,-6.042432785E-2
1.274806448E2,1.071083546E-2,-4.789829254E-3,-7.243633270E-2
1.274856036E2,-2.310740948E-2,-2.046251297E-2,-8.915185928E-2
1.274905630E2,-2.593660355E-2,-5.017566681E-2,-7.242155075E-2
1.274954756E2,-2.165174484E-2,-3.921794891E-2,-1.080307961E-1
1.275004350E2,-3.431606293E-2,-5.928230286E-2,-1.053957939E-1
1.275054417E2,-3.286457062E-2,-5.546283722E-2,-1.004190445E-1
1.275104014E2,-5.986392498E-2,-7.526779175E-2,-1.120080948E-1
1.275153596E2,-7.262146473E-2,-8.537292480E-2,-9.971475601E-2
1.275203187E2,-9.246647358E-2,-1.119499207E-1,-1.136002541E-1
1.275252790E2,-1.052395105E-1,-8.840370178E-2,-1.296935081E-1
1.275302388E2,-1.155971289E-1,-7.447195053E-2,-1.194858551E-1
1.275351969E2,-1.116660833E-1,-1.247324944E-1,-1.022453308E-1
1.275401570E2,-1.292891502E-1,-1.032419205E-1,-1.254105568E-1
1.275451166E2,-1.563471556E-1,-1.032814980E-1,-1.388921738E-1
1.275500749E2,-1.500858068E-1,-1.269917488E-1,-1.047186852E-1
1.275550532E2,-1.819033623E-1,-1.385707855E-1,-1.467704773E-1
1.275600171E2,-1.826986074E-1,-1.095976830E-1,-1.314158440E-1
1.275649528E2,-1.834503412E-1,-1.282229424E-1,-1.493487358E-1
1.275699123E2,-2.222110033E-1,-1.371421814E-1,-1.599864960E-1
1.275748716E2,-2.274719477E-1,-1.862320900E-1,-1.467065811E-1
1.275798358E2,-2.375144958E-1,-1.398911476E-1,-1.477475166E-1
1.275848248E2,-2.213873863E-1,-1.722121239E-1,-1.392421722E-1
1.275897503E2,-2.503404617E-1,-1.779332161E-1,-1.496548653E-1
1.275947099E2,-2.672774792E-1,-1.977376938E-1,-1.646337509E-1
1.275996921E2,-2.580825090E-1,-1.650815010E-1,-1.580681801E-1
1.276047008E2,-2.774652243E-1,-1.944179535E-1,-1.634507179E-1
1.276097340E2,-2.967114449E-1,-1.664133072E-1,-1.425867081E-1
1.276147925E2,-2.825652361E-1,-2.002568245E-1,-1.503071785E-1
1.276198752E2,-3.017549515E-1,-1.910252571E-1,-1.603145599E-1
1.276249092E2,-3.182470798E-1,-2.006959915E-1,-1.368947029E-1
1.276299675E2,-3.203994036E-1,-2.173194885E-1,-1.563391685E-1
1.276350490E2,-3.462287188E-1,-2.408199310E-1,-1.589360237E-1
1.276400864E2,-3.503235579E-1,-2.544798851E-1,-1.542944908E-1
1.276451430E2,-3.424327374E-1,-2.346744537E-1,-1.543698311E-1
1.276502023E2,-3.630969524E-1,-2.386031151E-1,-1.281857491E-1
1.276552796E2,-3.906255960E-1,-2.566318512E-1,-1.448841095E-1
1.276603429E2,-4.082959890E-1,-2.530255318E-1,-1.589994431E-1
1.276653773E2,-4.185661077E-1,-2.611446381E-1,-1.657433510E-1
1.276704346E2,-4.144092798E-1,-2.832951546E-1,-1.628293991E-1
1.276754941E2,-4.148813486E-1,-2.695407867E-1,-1.693758965E-1
1.276805527E2,-4.271852970E-1,-2.866292000E-1,-1.425218582E-1
1.276856109E2,-4.250015020E-1,-2.583179474E-1,-1.419024467E-1
1.276906704E2,-4.369869232E-1,-2.728586197E-1,-1.388311386E-1
1.276957299E2,-4.511493444E-1,-2.633261681E-1,-1.546049118E-1
1.277007872E2,-4.508445859E-1,-2.941379547E-1,-1.488189697E-1
1.277058443E2,-4.646236300E-1,-2.817931175E-1,-1.595783234E-1
1.277109023E2,-4.900189042E-1,-2.717638016E-1,-1.748723984E-1
1.277159619E2,-4.889903665E-1,-2.806549072E-1,-1.804170609E-1
1.277210196E2,-4.807212353E-1,-2.941188812E-1,-1.597347260E-1
1.277260777E2,-4.795007110E-1,-2.954349518E-1,-1.533403397E-1
1.277311044E2,-5.184304118E-1,-2.988719940E-1,-1.468024254E-1
1.277360504E2,-5.234410763E-1,-2.973985672E-1,-1.544938087E-1
1.277410091E2,-5.259434581E-1,-2.744073868E-1,-1.667332649E-1
1.277459695E2,-5.235790610E-1,-2.942175865E-1,-1.502814293E-1
1.277509282E2,-5.281882286E-1,-2.970848083E-1,-1.552100182E-1
1.277558455E2,-5.206291676E-1,-2.973575592E-1,-1.457018852E-1
1.277608702E2,-5.369483232E-1,-2.951798439E-1,-1.385741234E-1
1.277658289E2,-5.646684766E-1,-3.141984940E-1,-1.384940147E-1
1.277707890E2,-5.468012094E-1,-3.067865372E-1,-1.430487633E-1
1.277757471E2,-5.550472736E-1,-3.111610413E-1,-1.545691490E-1
1.277807083E2,-5.773071647E-1,-3.034577370E-1,-1.468591690E-1
1.277856882E2,-5.968348384E-1,-3.122739792E-1,-1.319575310E-1
1.277906252E2,-5.731470585E-1,-3.232889175E-1,-1.313710213E-1
1.277955846E2,-5.661708713E-1,-3.221831322E-1,-1.211543083E-1
1.278005444E2,-5.898636580E-1,-3.185377121E-1,-1.275062561E-1
1.278054807E2,-5.918181539E-1,-3.195466995E-1,-1.313343048E-1
1.278104640E2,-5.792803764E-1,-2.895412445E-1,-1.207776070E-1
1.278154231E2,-6.092836261E-1,-3.070907593E-1,-1.220436096E-1
1.278203816E2,-5.746569037E-1,-2.911319733E-1,-1.208405495E-1
1.278253413E2,-6.042088270E-1,-3.202714920E-1,-8.866977692E-2
1.278302776E2,-5.928801894E-1,-3.039159775E-1,-1.112666130E-1
1.278352588E2,-6.004329324E-1,-3.089599609E-1,-9.561347961E-2
1.278402193E2,-6.028850079E-1,-3.162312508E-1,-1.346292496E-1
1.278451781E2,-5.860210061E-1,-2.947664261E-1,-9.007930756E-2
1.278501367E2,-5.880947113E-1,-2.970623970E-1,-8.138036728E-2
1.278550747E2,-6.064633727E-1,-3.063192368E-1,-8.927059174E-2
1.278600565E2,-5.816590190E-1,-3.153738976E-1,-1.017546654E-1
1.278649935E2,-5.947113633E-1,-2.981405258E-1,-7.609367371E-2
1.278699521E2,-6.074635983E-1,-2.832403183E-1,-9.559726715E-2
1.278749114E2,-6.125816703E-1,-2.872896194E-1,-1.005754471E-1
1.278798894E2,-6.126884222E-1,-2.840847969E-1,-7.220411301E-2
1.278848300E2,-6.053522825E-1,-2.808132172E-1,-9.862136841E-2
1.278897901E2,-5.978140831E-1,-2.655377388E-1,-6.059074402E-2
1.278947482E2,-6.185445189E-1,-2.953395844E-1,-7.023668289E-2
1.278997086E2,-5.889020562E-1,-2.773280144E-1,-7.976293564E-2
1.279046680E2,-6.043519974E-1,-2.545189857E-1,-6.293010712E-2
1.279096268E2,-6.002724171E-1,-2.650527954E-1,-6.044721603E-2
1.279145868E2,-5.627876520E-1,-2.515907288E-1,-5.072450638E-2
1.279195467E2,-6.035954952E-1,-2.594628334E-1,-5.997753143E-2
1.279245057E2,-6.104571223E-1,-2.481584549E-1,-5.483722687E-2
1.279294195E2,-5.790317059E-1,-2.581892014E-1,-7.338953018E-2
1.279344237E2,-5.832111239E-1,-2.632298470E-1,-5.130434036E-2
1.279393833E2,-5.822427273E-1,-2.325186729E-1,-3.410148621E-2
1.279443421E2,-5.952203274E-1,-2.303996086E-1,-4.542160034E-2
1.279493021E2,-5.768983364E-1,-2.258510590E-1,-1.863145828E-2
1.279542607E2,-5.536531210E-1,-2.117309570E-1,-4.660177231E-2
1.279592200E2,-5.777138472E-1,-2.522215843E-1,-3.629159927E-2
1.279642018E2,-5.751285553E-1,-2.161908150E-1,-5.202102661E-2
1.279691615E2,-5.721946955E-1,-2.112221718E-1,-4.620265961E-2
1.279741199E2,-5.619165301E-1,-2.251811028E-1,-5.460929871E-2
1.279790586E2,-5.608949065E-1,-2.104978561E-1,-3.209209442E-2
1.279840361E2,-5.404855013E-1,-2.194762230E-1,-2.861547470E-2
1.279889992E2,-5.389130116E-1,-1.902904510E-1,-2.511692047E-2
1.279939583E2,-5.322968960E-1,-1.849832535E-1,-1.446723938E-2
1.279989176E2,-5.040790439E-1,-1.962537766E-1,-1.336431503E-2
1.280038769E2,-4.971533418E-1,-1.764993668E-1,-1.700210571E-2
1.280088361E2,-5.041777492E-1,-1.568012238E-1,-1.564979553E-3
1.280137949E2,-5.108348131E-1,-1.585435867E-1,-1.233434677E-2
1.280187550E2,-4.720142484E-1,-1.531515121E-1,-1.356983185E-2
1.280237144E2,-4.592621922E-1,-1.666383743E-1,-1.470088959E-2
1.280286729E2,-4.819577932E-1,-1.443228722E-1,-8.671760559E-3
1.280336326E2,-4.779969454E-1,-1.315932274E-1,-2.165222168E-2
1.280385921E2,-4.524720311E-1,-1.142306328E-1,8.157730103E-3
1.280435289E2,-4.505724311E-1,-1.349334717E-1,-2.603530884E-4
1.280485110E2,-4.341046214E-1,-1.149964333E-1,8.052825928E-3
1.280534476E2,-4.269922972E-1,-1.285004616E-1,2.095794678E-2
1.280584298E2,-4.196159840E-1,-1.180009842E-1,2.974033356E-3
1.280633890E2,-4.072676897E-1,-1.051559448E-1,1.125669479E-2
1.280683500E2,-4.018516541E-1,-9.951829910E-2,4.396438599E-4
1.280732845E2,-3.890037537E-1,-1.010022163E-1,-7.934093475E-3
1.280782437E2,-4.068429470E-1,-1.024513245E-1,1.221466064E-2
1.280832041E2,-3.649082184E-1,-6.823396683E-2,-5.809783936E-3
1.280881630E2,-3.800343275E-1,-7.221031189E-2,9.570598602E-3
1.280931220E2,-3.520504236E-1,-8.319616318E-2,5.848407745E-3
1.280980814E2,-3.429636955E-1,-6.084108353E-2,1.634359360E-2
1.281030410E2,-3.407828808E-1,-3.628110886E-2,1.483106613E-2
1.281080000E2,-3.360201120E-1,-2.853059769E-2,-3.329753876E-3
1.281129594E2,-3.120741844E-1,-3.032875061E-2,2.357006073E-3
1.281179190E2,-2.903915644E-1,-5.930423737E-3,-6.258010864E-3
1.281228780E2,-2.994858027E-1,-2.678346634E-2,6.557941437E-3
1.281278384E2,-2.678292990E-1,-4.684925079E-3,2.160596848E-2
1.281327975E2,-2.622668743E-1,6.308555603E-4,2.460813522E-2
1.281377567E2,-2.635838985E-1,1.062679291E-2,1.561927795E-2
1.281427159E2,-2.338837385E-1,1.586723328E-2,2.097225189E-2
1.281477919E2,-2.299267054E-1,2.355766296E-2,1.444816589E-4
1.281528495E2,-2.185841799E-1,1.221656799E-2,1.742124557E-2
1.281579069E2,-2.022938728E-1,3.418254852E-2,1.308441162E-2
1.281629937E2,-2.001001835E-1,4.180431366E-2,2.065277100E-2
1.281680528E2,-1.882615089E-1,3.515958786E-2,1.151895523E-2
1.281731129E2,-1.715822220E-1,4.511404037E-2,7.075786591E-3
1.281781423E2,-1.286475658E-1,6.209850311E-2,2.631902695E-2
1.281832001E2,-1.307921410E-1,6.472778320E-2,-2.151966095E-3
1.281882836E2,-1.041467190E-1,6.734561920E-2,2.414321899E-2
1.281933177E2,-1.203194857E-1,4.616069794E-2,2.875852585E-2
1.281984027E2,-9.087729454E-2,7.742786407E-2,4.039239883E-2
1.282034341E2,-6.874573231E-2,9.886884689E-2,3.520202637E-2
1.282085195E2,-6.543052197E-2,1.130332947E-1,2.997398376E-2
1.282135512E2,-5.729949474E-2,8.431959152E-2,1.758909225E-2
1.282186365E2,-4.878628254E-2,1.009883881E-1,1.233577728E-2
1.282237262E2,-2.826976776E-2,1.008610725E-1,2.838134766E-2
1.282288103E2,-1.485884190E-2,1.220216751E-1,3.227281570E-2
1.282338489E2,2.456128597E-2,1.143994331E-1,2.749443054E-3
1.282389079E2,3.543198109E-2,1.377372742E-1,2.801322937E-2
1.282439900E2,3.462076187E-2,1.442689896E-1,1.736497879E-2
1.282490239E2,6.237447262E-2,1.102237701E-1,1.135349274E-2
1.282541088E2,5.931699276E-2,1.239314079E-1,2.664709091E-2
1.282591475E2,8.226871490E-2,1.588931084E-1,2.043628693E-2
1.282642290E2,8.406150341E-2,1.507034302E-1,9.288311005E-3
1.282691786E2,1.092581749E-1,1.591019630E-1,-1.824378967E-3
1.282741383E2,1.153857708E-1,1.768174171E-1,-3.516197205E-3
1.282790980E2,1.595999002E-1,1.587004662E-1,3.028106689E-2
1.282840570E2,1.607985497E-1,1.881804466E-1,9.099483490E-3
1.282890158E2,1.715532541E-1,1.651191711E-1,1.884603500E-2
1.282939761E2,1.822947264E-1,1.825218201E-1,7.007598877E-3
1.282989354E2,1.953847408E-1,1.688766479E-1,9.424686432E-3
1.283039120E2,2.084937096E-1,1.765766144E-1,-7.361888885E-3
1.283088530E2,2.119833231E-1,1.793746948E-1,1.990318298E-3
1.283138126E2,2.368199825E-1,1.821074486E-1,-6.847381592E-4
1.283187719E2,2.567894459E-1,1.871051788E-1,-2.721500397E-2
1.283237316E2,2.599989176E-1,1.801486015E-1,-1.087188721E-2
1.283286907E2,2.892966270E-1,1.803073883E-1,1.236152649E-2
1.283336499E2,2.899049520E-1,1.945815086E-1,-5.123615265E-3
1.283386099E2,3.190069199E-1,1.919941902E-1,-2.023839951E-2
1.283435683E2,3.264769316E-1,2.035765648E-1,-1.160383224E-2
1.283485279E2,3.410100937E-1,2.149991989E-1,-5.509376526E-3
1.283534875E2,3.530313969E-1,2.024827003E-1,-1.383447647E-2
1.283584517E2,3.602204323E-1,2.374877930E-1,8.674144745E-3
1.283634286E2,3.887163401E-1,2.198643684E-1,-1.186895370E-2
1.283683889E2,3.883897066E-1,2.236146927E-1,-2.288055420E-2
1.283733254E2,3.974982500E-1,2.106361389E-1,-7.772445679E-3
1.283782852E2,4.065731764E-1,2.333054543E-1,-1.901674271E-2
1.283832659E2,4.393591881E-1,1.915898323E-1,-1.605319977E-2
1.283882474E2,4.385949373E-1,2.047457695E-1,-2.270746231E-2
1.283931845E2,4.613821507E-1,2.152957916E-1,-1.040172577E-2
1.283981439E2,4.555038214E-1,2.232661247E-1,-2.445650101E-2
1.284030807E2,4.827684164E-1,2.025928497E-1,-3.134202957E-2
1.284080630E2,4.932571650E-1,2.270069122E-1,-4.077005386E-2
1.284130268E2,4.892637730E-1,2.416524887E-1,-2.642869949E-2
1.284179811E2,5.232105255E-1,2.014698982E-1,-9.931564331E-3
1.284229423E2,5.188610554E-1,2.138080597E-1,-2.212476730E-2
1.284278773E2,5.286188126E-1,1.902904510E-1,-3.194952011E-2
1.284328371E2,5.478265285E-1,2.167177200E-1,-2.995824814E-2
1.284378196E2,5.715644360E-1,1.929516792E-1,-1.860380173E-2
1.284427780E2,5.759029388E-1,2.215342522E-1,-2.400302887E-2
1.284477390E2,5.848069191E-1,2.117681503E-1,-3.894948959E-2
1.284526976E2,5.912047625E-1,2.091307640E-1,-1.823711395E-2
1.284576553E2,6.116372347E-1,2.016148567E-1,-4.529666901E-2
1.284626155E2,6.033260822E-1,2.082839012E-1,-4.375314713E-2
1.284675526E2,6.375894547E-1,1.792206764E-1,-4.461097717E-2
1.284725117E2,6.358506680E-1,1.811113358E-1,-4.559326172E-2
1.284774708E2,6.411095858E-1,2.042865753E-1,-5.610561371E-2
1.284824312E2,6.556298733E-1,1.914987564E-1,-4.764366150E-2
1.284873896E2,6.674911976E-1,1.906089783E-1,-4.167175293E-2
1.284923489E2,6.458001137E-1,1.944036484E-1,-5.001401901E-2
1.284973081E2,6.644536257E-1,2.003402710E-1,-5.842876434E-2
1.285022674E2,6.826921701E-1,1.776614189E-1,-6.203556061E-2
1.285072269E2,7.030129433E-1,1.693077087E-1,-5.144119263E-2
1.285121865E2,7.157808542E-1,1.775517464E-1,-7.419300079E-2
1.285171453E2,7.068544626E-1,1.618728638E-1,-7.069063187E-2
1.285221055E2,7.168176174E-1,1.865930557E-1,-9.337806702E-2
1.285270642E2,7.145427465E-1,1.730871201E-1,-7.072496414E-2
1.285320235E2,7.310609818E-1,1.761231422E-1,-6.499910355E-2
1.285369829E2,7.234191895E-1,1.743102074E-1,-8.305597305E-2
1.285419430E2,7.535476685E-1,1.748323441E-1,-8.669233322E-2
1.285469026E2,7.095853090E-1,1.680960655E-1,-6.898689270E-2
1.285518610E2,7.463812828E-1,1.565351486E-1,-1.013140678E-1
1.285568202E2,7.209086418E-1,1.663789749E-1,-9.062767029E-2
1.285617793E2,7.452204227E-1,1.546497345E-1,-6.819295883E-2
1.285667648E2,7.596685886E-1,1.571831703E-1,-7.208967209E-2
1.285716978E2,7.854306698E-1,1.548290253E-1,-6.168699265E-2
1.285766570E2,7.608531713E-1,1.595396996E-1,-8.935022354E-2
1.285816170E2,7.717897892E-1,1.237649918E-1,-9.777832031E-2
1.285865758E2,7.847671509E-1,1.333327293E-1,-8.475589752E-2
1.285915352E2,7.996892929E-1,1.522188187E-1,-9.557771683E-2
1.285964944E2,7.904431820E-1,1.613178253E-1,-7.072687149E-2
1.286014537E2,7.691190243E-1,1.180901527E-1,-9.112262726E-2
1.286064140E2,7.926189899E-1,1.321253777E-1,-9.227943420E-2
1.286113713E2,7.919944525E-1,9.843683243E-2,-9.110975266E-2
1.286163561E2,8.029072285E-1,1.266660690E-1,-7.568311691E-2
1.286212921E2,7.801303864E-1,1.118416786E-1,-9.833431244E-2
1.286262508E2,7.762262821E-1,1.136903763E-1,-9.464502335E-2
1.286312102E2,8.053320646E-1,9.882593155E-2,-8.860445023E-2
1.286361687E2,7.887024879E-1,1.172871590E-1,-1.015172005E-1
1.286411286E2,7.884266376E-1,9.512090683E-2,-8.818054199E-2
1.286460879E2,7.854959965E-1,7.541465759E-2,-1.010708809E-1
1.286510473E2,7.940962315E-1,8.432102203E-2,-1.090264320E-1
1.286560264E2,7.856855392E-1,5.508852005E-2,-1.002645493E-1
1.286609658E2,7.841224670E-1,6.647443771E-2,-1.033201218E-1
1.286659254E2,7.775441408E-1,8.477592468E-2,-9.924173355E-2
1.286708849E2,7.777566910E-1,4.589271545E-2,-1.164865494E-1
1.286758443E2,7.728580236E-1,4.529666901E-2,-1.073760986E-1
1.286808035E2,7.652643919E-1,7.313060760E-2,-1.101541519E-1
1.286857622E2,7.716982365E-1,5.322027206E-2,-1.152181625E-1
1.286907220E2,7.729235888E-1,5.715513229E-2,-1.154184341E-1
1.286956808E2,7.619266510E-1,4.923677444E-2,-1.202068329E-1
1.287006411E2,7.792508602E-1,4.603576660E-2,-1.107168198E-1
1.287056009E2,7.532544136E-1,3.805923462E-2,-1.225776672E-1
1.287105593E2,7.556825876E-1,5.625581741E-2,-1.390061378E-1
1.287155190E2,7.458395958E-1,3.869199753E-2,-1.171841621E-1
1.287204781E2,7.452538013E-1,3.556680679E-2,-1.333818436E-1
1.287254375E2,7.585194111E-1,3.004550934E-2,-1.232466698E-1
1.287303498E2,7.357224226E-1,3.173398972E-2,-1.249184608E-1
1.287353550E2,7.365560532E-1,2.620506287E-2,-1.289300919E-1
1.287403153E2,7.180304527E-1,1.843976974E-2,-1.327090263E-1
1.287452736E2,6.921983957E-1,1.307535172E-2,-1.197648048E-1
1.287502356E2,7.208878994E-1,3.150510788E-2,-1.258211136E-1
1.287551939E2,6.944372654E-1,2.842092514E-2,-1.246051788E-1
1.287601528E2,6.749101877E-1,6.374835968E-3,-1.303853989E-1
1.287651389E2,6.671298742E-1,5.914211273E-3,-1.146311760E-1
1.287700989E2,6.923239231E-1,5.512237549E-3,-1.392145157E-1
